MMSI,time,lat,lon,vel,cou
636018561-1,0.0,20.023432,130.276565,20.651924,266.115515
373071000-0,11.0,20.139993,131.497143,6.996444,92.900002
373071000-0,14.0,20.14044,131.483573,6.996444,92.699997
304587000-0,17.0,20.180164,130.598757,19.588464,249.622482
215236000-1,25.0,20.277783,131.111243,29.216979,190.326243
248145000-0,33.0,20.206762,130.194468,12.598423,193.998997
218366000-0,40.0,20.172661,131.309788,62.558784,145.44137
538009146-1,44.0,20.136692,131.318065,7.047889,75.900002
235004012-0,45.0,19.858212,131.381089,12.336175,117.578572
203245106-0,58.0,20.0109,131.423752,4.064111,81.0
210072000-0,59.0,20.125934,130.517088,8.662651,275.234677
538008755-0,64.0,19.793721,130.116901,22.221362,72.424786
636018561-1,70.0,20.022979,130.269469,18.357422,261.310598
304587000-0,82.0,20.178114,130.592879,16.157792,249.206452
373071000-0,82.0,20.139772,131.502988,6.996444,93.400002
215236000-1,91.0,20.269014,131.10954,32.382533,174.025676
235065363-0,91.0,19.707244,131.308994,23.266843,0.031426
218366000-0,103.0,20.157657,131.320797,15.72984,82.023658
256934000-0,109.0,20.057833,130.354833,6.584889,240.0
235004012-0,109.0,19.856522,131.384528,53.609306,356.272134
203245106-0,117.0,20.011065,131.427198,4.372778,81.300003
210072000-0,118.0,20.12615,130.514582,27.422854,250.496537
248145000-0,121.0,20.201789,130.193147,30.378809,329.500753
538009146-1,123.0,20.134988,131.307562,7.047889,75.800003
636018561-1,139.0,20.022095,130.263309,22.785031,215.746112
304587000-0,143.0,20.176497,130.588341,20.548132,204.015714
203245106-0,152.0,20.010735,131.422112,4.115556,86.300003
215236000-1,157.0,20.259188,131.110636,100.558476,296.79955
256934000-0,176.0,20.056,130.350167,6.430555,239.0
248145000-0,185.0,20.209533,130.188287,21.479595,263.686731
210072000-0,187.0,20.123229,130.505801,10.573124,78.817777
235004012-0,209.0,19.881251,131.382815,24.982058,165.761789
304587000-0,210.0,20.170684,130.585582,15.997503,330.025699
636018561-1,210.0,20.016025,130.258659,22.125737,268.722969
215236000-1,225.0,20.273437,131.080559,17.08554,245.780158
235094626-1,231.0,20.243742,131.871212,6.327667,76.099998
538009146-1,235.0,20.138535,131.329665,7.099333,75.300003
304587000-0,237.0,20.172413,130.584519,50.36798,264.071092
203245106-0,240.0,20.011717,131.434038,4.269889,84.0
256934000-0,240.0,20.054167,130.345667,6.636333,237.0
210072000-0,251.0,20.123836,130.509069,10.896187,160.393225
248145000-0,252.0,20.208801,130.181241,4.521965,110.164901
304587000-0,276.0,20.171475,130.574898,27.553143,193.008909
235004012-0,277.0,19.87364,131.384869,28.302021,178.474326
636018561-1,280.0,20.015866,130.251042,23.170048,250.90248
235065363-0,286.0,19.728217,131.309007,10.192966,175.220642
538009146-1,299.0,20.139533,131.335412,7.099333,75.099998
203245106-0,308.0,20.01207,131.437592,4.167,76.199997
256934000-0,314.0,20.052,130.340167,6.430555,239.0
210072000-0,326.0,20.120277,130.510419,20.67548,254.017825
538008755-0,329.0,19.801939,130.144482,26.406236,63.669777
218366000-0,329.0,20.159937,131.338133,25.730793,92.611906
373071000-0,339.0,20.139282,131.515785,7.047889,93.0
304587000-0,344.0,20.163037,130.572821,33.399466,300.829248
215236000-1,347.0,20.269484,131.071192,22.3948,175.001702
235094626-1,357.0,20.247222,131.891875,6.327667,75.0
256934000-0,371.0,20.050167,130.3355,6.482,238.0
636018561-1,372.0,20.012641,130.241132,15.552668,251.947493
538009146-1,373.0,20.140593,131.341993,7.150778,75.400002
235004012-0,380.0,19.860169,131.38525,102.145604,12.555393
256934000-0,407.0,20.048333,130.331,6.584889,238.0
215236000-1,408.0,20.263193,131.071779,56.106167,296.124168
235004012-0,408.0,19.873074,131.388306,21.188619,6.576332
248145000-0,408.0,20.207677,130.184502,45.484654,263.196486
373071000-0,410.0,20.139137,131.521728,7.150778,91.099998
304587000-0,412.0,20.168417,130.563217,32.683014,235.503867
203245106-0,418.0,20.012812,131.444493,3.858333,80.0
235094626-1,422.0,20.248432,131.898688,6.327667,74.599998
538008755-0,424.0,19.807082,130.155528,24.759258,60.739828
538009146-1,434.0,20.141592,131.347833,7.150778,75.099998
373071000-0,437.0,20.139053,131.527847,7.202222,90.900002
215236000-1,438.0,20.266619,131.064332,14.928711,188.962266
235004012-0,461.0,19.878231,131.388938,0.336707,248.076155
203245106-0,463.0,20.013035,131.447998,4.424222,86.099998
538009146-1,464.0,20.142648,131.353608,7.150778,74.400002
256934000-0,468.0,20.046333,130.326333,6.636333,238.0
235094626-1,470.0,20.249328,131.903842,6.379111,74.800003
248145000-0,471.0,20.206107,130.170487,16.752992,266.492979
235065363-0,481.0,19.719061,131.30982,4.461163,350.118346
210072000-0,482.0,20.116172,130.495155,14.312984,224.954923
373071000-0,494.0,20.138993,131.533917,7.305111,90.5
304587000-0,497.0,20.161143,130.551942,19.958181,244.65925
215236000-1,501.0,20.262324,131.06361,7.15508,243.065432
218366000-0,517.0,20.158916,131.361928,34.568146,41.897797
203245106-0,525.0,20.013338,131.451508,4.269889,84.400002
538009146-1,526.0,20.143683,131.359352,7.150778,74.699997
210072000-0,543.0,20.113316,130.492119,15.614261,234.976386
256934000-0,708.0,20.039,130.307667,6.584889,237.0
248145000-0,731.0,20.204874,130.149072,50.105744,298.444995
215236000-1,742.0,20.258714,131.056035,78.121817,307.572585
235004012-0,747.0,19.878064,131.388499,74.2277,23.060476
256934000-0,766.0,20.037,130.303,6.584889,238.0
538009146-1,776.0,20.147958,131.383582,7.202222,74.199997
210072000-0,782.0,20.103415,130.477075,65.422511,281.799227
636018561-1,790.0,20.003326,130.210726,21.949891,259.526454
248145000-0,792.0,20.211604,130.135835,18.831024,191.41193
538008755-0,792.0,19.827664,130.194587,23.648106,45.187047
373071000-0,793.0,20.138685,131.5645,7.356555,90.0
215236000-1,798.0,20.271044,131.038949,94.037829,192.435583
235094626-1,799.0,20.25417,131.932202,6.379111,75.5
235004012-0,807.0,19.897006,131.397075,23.912655,139.805307
218366000-0,808.0,20.193524,131.395014,23.5775,154.130421
203245106-0,822.0,20.015252,131.469733,4.578556,85.099998
212542000-0,828.0,20.277732,131.104105,306.118067,88.82133
256934000-0,828.0,20.035167,130.298333,6.584889,237.0
212542000-0,831.0,20.277819,131.10863,21.96191,249.096862
538009146-1,836.0,20.149002,131.38938,7.202222,74.5
210072000-0,843.0,20.107186,130.457846,18.699076,251.075618
373071000-0,851.0,20.138665,131.570647,7.356555,90.400002
636018561-1,855.0,20.002127,130.203824,24.407828,227.111565
215236000-1,859.0,20.24515,131.032863,60.068654,306.6004
538008755-0,862.0,19.833057,130.200358,22.281704,86.935188
304587000-0,864.0,20.146649,130.519348,2.354082,113.331736
235094626-1,871.0,20.255208,131.938285,6.430555,75.0
235004012-0,871.0,19.891602,131.401931,7.340672,158.919451
218366000-0,877.0,20.186758,131.39851,60.719069,42.387603
256934000-0,886.0,20.033333,130.293667,6.482,239.0
203245106-0,889.0,20.015647,131.473687,4.63,81.900002
538009146-1,898.0,20.150035,131.39521,7.202222,74.800003
210072000-0,907.0,20.105392,130.452273,40.195346,96.37548
212542000-0,907.0,20.275066,131.100946,17.5626,268.978419
248145000-0,909.0,20.20162,130.133687,7.466365,218.136586
235065363-0,911.0,19.727796,131.308203,12.297623,14.446061
215236000-1,919.0,20.255082,131.018606,12.327868,293.319814
373071000-0,921.0,20.138618,131.58307,7.356555,90.099998
636018561-1,925.0,19.996752,130.197667,58.08032,282.365531
304587000-0,925.0,20.146386,130.519997,37.571296,277.631984
538008755-0,925.0,19.833403,130.207246,28.014885,52.633428
218366000-0,934.0,20.198574,131.410002,42.883769,153.62706
538009146-1,955.0,20.151087,131.401032,7.202222,73.599998
235004012-0,957.0,19.88888,131.403047,23.8213,45.805769
212542000-0,967.0,20.27498,131.095754,11.749665,281.72028
248145000-0,969.0,20.199992,130.132325,26.46343,44.030539
636018561-1,971.0,19.999396,130.184829,27.638812,217.589
210072000-0,979.0,20.103906,130.466431,37.280272,243.006036
215236000-1,980.0,20.256458,131.015203,16.441604,282.68641
373071000-0,980.0,20.138582,131.589228,7.408,90.199997
