MMSI,time,lat,lon,vel,cou
413779578-0,0.0,19.645265,131.661906,24.22344,205.406707
413773165-0,0.0,19.783167,131.285941,24.56489,131.126886
413770701-0,1.0,19.757833,131.359265,5.143544,134.796666
413762542-0,2.0,19.782988,131.312502,24.589093,288.273096
413849937-0,2.0,19.75511,130.45287,3.549667,260.600006
413826674-0,2.0,19.682567,131.561373,28.148757,0.140628
413862866-0,3.0,19.763101,131.325832,90.436312,102.490054
413801306-0,4.0,19.804501,131.134839,29.670799,292.974758
413801546-0,5.0,19.68346,131.567613,49.507035,274.763989
413833818-0,5.0,19.78314,130.854507,4.321333,259.100006
413806291-0,6.0,19.809101,131.12221,12.124146,228.199955
413820987-0,6.0,19.777743,130.740758,46.625303,329.670468
413822924-0,7.0,19.780187,130.90543,17.236623,356.765073
413815676-0,7.0,19.640939,131.640645,103.902944,91.472161
413774867-0,10.0,19.782771,130.768878,162.890893,118.558019
413764399-0,12.0,19.820909,130.648477,47.458988,275.132251
413820477-0,12.0,19.78742,131.22991,2.572222,63.200001
413762383-0,13.0,19.817933,130.706045,30.669018,46.441902
413762835-0,14.0,19.751092,131.375034,25.867137,216.902392
413816895-0,14.0,19.715742,131.461037,64.80454,91.867745
413815554-0,15.0,19.824391,130.636304,32.364141,142.987136
413801114-0,15.0,19.812455,130.620409,24.878606,46.620551
413804698-0,15.0,19.749453,131.390118,2.778,261.5
413771805-0,17.0,19.781798,131.062866,40.859936,341.850327
413839246-0,18.0,19.790253,130.739227,5.710333,152.300003
413824659-0,19.0,19.812567,130.725731,19.659424,199.194707
413800587-0,19.0,19.80344,130.561863,27.386045,184.357904
413801359-0,20.0,19.818464,130.720554,14.303846,341.375894
413781328-0,22.0,19.588667,131.775092,7.278405,306.359355
413859852-0,23.0,19.750874,131.425213,53.180767,217.380318
413820865-0,24.0,19.773957,130.800782,2.880889,266.5
413827951-0,24.0,19.79084,131.06461,2.983778,222.100006
413800928-0,25.0,19.580528,131.791511,7.992797,269.037778
413833236-0,25.0,19.773707,130.844671,10.222028,307.862685
413832349-0,27.0,19.762516,131.036693,49.995174,34.090055
413780958-0,30.0,19.815289,130.594651,34.612977,238.068609
413779578-0,31.0,19.64213,131.660325,26.002755,54.030486
413773165-0,32.0,19.780777,131.28885,23.954988,357.886952
413770701-0,33.0,19.757297,131.359839,26.461987,203.533206
413762542-0,34.0,19.784128,131.308831,78.98949,276.327203
413801306-0,34.0,19.806107,131.130813,9.357759,306.429052
413849937-0,35.0,19.75497,130.451642,3.652555,264.299988
413834134-0,35.0,19.805686,130.627052,176.062862,47.020703
413862866-0,35.0,19.760207,131.33971,2.99876,355.151438
413833818-0,36.0,19.782917,130.853147,4.372778,257.899994
413801546-0,37.0,19.684068,131.559862,35.482551,6.130142
413820987-0,38.0,19.783696,130.737057,29.668774,131.772902
413832847-0,38.0,19.616459,131.714111,7.186817,167.539279
413815676-0,39.0,19.640543,131.656959,39.789736,291.812143
413830339-0,40.0,19.789834,131.075996,38.024379,301.433911
413960807-0,40.0,19.809397,130.594004,54.402305,172.689197
413801451-0,41.0,19.767993,131.038526,51.084164,87.738469
413820477-0,42.0,19.787713,131.230628,2.520778,64.900002
413774867-0,42.0,19.771251,130.791367,160.636367,282.692127
413764399-0,44.0,19.821537,130.641045,61.024869,149.039861
413813641-0,44.0,19.591307,131.768591,37.07467,173.187678
413815554-0,45.0,19.820808,130.639176,7.189818,6.045172
413762835-0,45.0,19.748128,131.372669,18.538343,325.827269
413816895-0,46.0,19.715429,131.471215,32.471644,133.633155
413804698-0,46.0,19.749313,131.389195,2.726556,260.5
413801114-0,47.0,19.814982,130.623252,25.949276,236.677011
413839246-0,48.0,19.78886,130.74002,5.710333,155.300003
413815655-0,48.0,19.774006,130.796251,7.272071,62.869015
413771805-0,49.0,19.787541,131.060865,23.646681,251.793699
413824659-0,49.0,19.809993,130.724778,97.556891,168.782116
413800587-0,51.0,19.799401,130.561536,28.910958,341.107968
413822893-0,51.0,19.782773,130.940874,37.698183,90.172118
413801359-0,52.0,19.820469,130.719835,12.112122,129.988175
413859852-0,55.0,19.744623,131.420138,0.432337,43.367351
413833236-0,56.0,19.774606,130.843442,57.082495,56.425334
413820865-0,56.0,19.773915,130.79981,2.880889,268.399994
413827951-0,56.0,19.790212,131.063928,2.932333,226.0
413801166-0,56.0,19.75861,131.334161,9.777728,128.845292
413771807-0,57.0,19.797817,130.545324,27.980923,253.833141
413801451-0,58.0,19.768152,131.042788,104.080898,6.491415
413832349-0,60.0,19.768832,131.041235,56.681081,185.699302
413849937-0,60.0,19.754897,130.450647,3.601111,264.299988
413800965-0,61.0,19.748953,131.386805,2.675111,269.5
413780958-0,63.0,19.812496,130.589888,43.368747,25.045034
413779578-0,63.0,19.644389,131.66363,39.929279,105.798682
413801306-0,64.0,19.806878,131.129703,26.862675,79.911637
413773165-0,64.0,19.784318,131.288711,9.163488,236.304292
413826674-0,65.0,19.690765,131.561394,26.896586,239.639951
413833818-0,65.0,19.782657,130.8518,4.424222,257.200012
413770701-0,65.0,19.753708,131.358178,35.121043,353.912094
413825103-0,66.0,19.78448,130.76351,61.035888,265.909529
413762542-0,67.0,19.785455,131.296104,49.812354,148.65526
413834134-0,67.0,19.823439,130.647306,77.711685,157.939739
413862866-0,67.0,19.760649,131.33967,36.341387,268.986563
413801546-0,68.0,19.689123,131.560439,39.109283,265.482339
413822924-0,68.0,19.785039,130.905139,15.542365,336.538247
413762303-0,68.0,19.587692,131.767877,0.0,42.0
413820987-0,70.0,19.780772,130.740535,27.979141,348.377567
413806291-0,70.0,19.80671,131.119368,12.293469,91.067133
413830339-0,70.0,19.792584,131.071214,39.237182,65.288141
413960807-0,70.0,19.801914,130.595025,71.427173,4.543572
413815676-0,72.0,19.642799,131.650975,16.431354,147.546
413762383-0,73.0,19.823794,130.712597,21.587332,237.679225
413839626-0,73.0,19.782963,131.183455,10.478938,328.889359
413801451-0,73.0,19.775322,131.043655,108.409008,198.110107
413815554-0,75.0,19.821799,130.639288,56.577975,109.856751
413774867-0,75.0,19.776633,130.765963,113.653507,37.311912
413764399-0,76.0,19.813796,130.645981,75.64879,28.296048
413762835-0,76.0,19.750326,131.371084,10.404976,243.397735
413839246-0,78.0,19.787423,130.74072,5.710333,158.699997
413804698-0,78.0,19.749172,131.388283,2.675111,259.399994
413824659-0,79.0,19.796722,130.727575,12.845194,235.524151
413801114-0,80.0,19.812808,130.619736,41.612245,176.323794
413771805-0,81.0,19.786448,131.057334,60.266732,67.731383
413113962-0,81.0,19.806068,131.123396,50.527951,199.673675
413822893-0,82.0,19.782756,130.946615,36.162304,273.940171
413800587-0,83.0,19.803447,130.560064,15.535278,208.834137
413826233-0,84.0,19.771901,130.730942,28.786057,87.259671
413833236-0,85.0,19.778838,130.850217,24.118809,33.546517
413801166-0,86.0,19.757759,131.335283,8.387605,148.485683
413820865-0,88.0,19.77391,130.798853,2.778,269.100006
413827951-0,88.0,19.78964,131.063195,2.932333,229.800003
413801451-0,89.0,19.767701,131.041007,69.758536,155.112857
413771807-0,89.0,19.796664,130.541099,45.443869,350.579742
413820477-0,90.0,19.78807,131.231797,2.469333,72.400002
413832349-0,92.0,19.760489,131.040351,9.108048,315.682235
413800965-0,93.0,19.74904,131.38585,2.623667,276.299988
413801306-0,94.0,19.80753,131.133601,16.311491,181.731131
413780958-0,94.0,19.818126,130.592685,72.601431,185.565864
413833818-0,95.0,19.782387,130.85044,4.424222,255.699997
413779578-0,96.0,19.642731,131.669853,89.387242,262.574647
413773165-0,96.0,19.783566,131.287513,34.0167,67.143712
413770701-0,97.0,19.758874,131.357592,18.664345,324.946113
413762542-0,98.0,19.779359,131.30005,44.658031,104.01913
413822924-0,98.0,19.787016,130.904227,10.794397,253.599269
413834134-0,99.0,19.812786,130.651895,87.520297,252.78318
413849937-0,99.0,19.754715,130.449197,3.652555,262.700012
413862866-0,99.0,19.760554,131.333959,30.994864,84.158262
413801546-0,100.0,19.688668,131.554314,47.924162,152.157572
413960807-0,100.0,19.811788,130.595859,37.383452,158.720017
413813641-0,102.0,19.581437,131.769842,23.609175,55.820426
413806291-0,102.0,19.806676,131.1213,54.194083,284.510132
413762383-0,103.0,19.822194,130.709908,14.623587,30.19051
413815554-0,105.0,19.819134,130.647132,2.641816,95.521122
413801451-0,105.0,19.763021,131.043314,261.776503,9.980392
413815676-0,105.0,19.640684,131.652404,30.463748,298.333109
413762835-0,105.0,19.749702,131.369759,4.55898,176.28158
413774867-0,106.0,19.789586,130.776455,42.650184,224.492224
413839246-0,108.0,19.785993,130.741367,5.607444,156.600006
413764399-0,108.0,19.823649,130.651619,33.976732,203.758746
413824659-0,109.0,19.795714,130.726015,19.113691,102.7019
413816895-0,110.0,19.7088,131.4786,48.71177,275.439128
413804698-0,110.0,19.749058,131.38738,2.675111,264.0
413801114-0,111.0,19.806857,130.620143,55.640463,47.936749
413801163-0,111.0,19.78926,131.153353,4.012667,321.5
413113962-0,113.0,19.79903,131.120722,51.761347,22.147632
413940532-0,113.0,19.778288,130.839538,3.498222,247.600006
413771805-0,113.0,19.789826,131.066102,38.990912,188.824877
413839626-0,114.0,19.784663,131.182364,45.169136,236.723675
413833236-0,115.0,19.781625,130.852181,15.065853,275.356727
413800587-0,115.0,19.801434,130.558886,13.430942,260.987673
413801359-0,117.0,19.81813,130.722799,38.093524,250.788589
413822893-0,118.0,19.78317,130.940235,2.308115,105.552331
413813298-0,118.0,19.790645,131.064788,7.49873,177.516331
413827951-0,120.0,19.789113,131.062423,2.880889,232.100006
413801451-0,120.0,19.780897,131.046657,125.970315,181.369768
413820865-0,120.0,19.773935,130.797905,2.778,272.600006
413771807-0,121.0,19.803296,130.539929,4.629122,264.920548
413842047-0,122.0,19.590083,131.776828,9.443592,232.308986
413832349-0,123.0,19.761423,131.039382,59.507678,161.44532
413801306-0,124.0,19.805269,131.133528,44.907598,70.683197
413762542-0,125.0,19.778009,131.305797,12.40811,282.880776
413800965-0,125.0,19.749132,131.384967,2.623667,275.899994
413825103-0,126.0,19.783272,130.745566,10.925263,297.526881
413779578-0,127.0,19.641075,131.656367,28.57053,288.150196
413773165-0,128.0,19.785521,131.29244,53.326533,195.197383
413770701-0,129.0,19.761134,131.355908,22.826724,216.700771
413830339-0,130.0,19.797133,131.081721,68.613026,241.944551
413960807-0,130.0,19.806958,130.597858,25.019248,158.461829
413826674-0,130.0,19.68668,131.553988,47.177216,16.56338
413849937-0,130.0,19.754628,130.44798,3.652555,267.799988
413862866-0,131.0,19.761021,131.338806,30.08239,247.146671
413834134-0,131.0,19.808953,130.638751,113.215394,17.067269
413762835-0,131.0,19.749155,131.369797,25.667125,316.596342
413801546-0,132.0,19.682399,131.55783,51.687307,13.391317
413762383-0,133.0,19.823947,130.710992,51.896719,8.577006
413806291-0,134.0,19.808685,131.113052,34.301306,110.433622
413822924-0,134.0,19.786509,130.902395,9.779047,29.357574
413842935-0,136.0,19.5837,131.779938,0.514444,289.0
413801451-0,137.0,19.771001,131.046405,177.709317,171.198512
413839246-0,138.0,19.78461,130.742087,5.556,156.600006
413815676-0,139.0,19.642956,131.647929,56.847085,266.609
413774867-0,139.0,19.784945,130.771609,23.990835,130.67936
413822893-0,141.0,19.783104,130.940486,84.263278,277.551491
413816895-0,142.0,19.709483,131.470981,16.069566,0.144909
413801114-0,143.0,19.812371,130.626637,28.56048,348.406917
413113962-0,144.0,19.8059,131.123694,7.56276,283.650147
413771805-0,145.0,19.784127,131.065161,44.969572,47.019661
413833236-0,147.0,19.781834,130.849823,26.384669,159.962348
413800587-0,147.0,19.801123,130.556801,2.562591,273.991682
413839626-0,147.0,19.780883,131.176242,29.731166,103.084797
413801359-0,148.0,19.816334,130.71732,63.734939,47.752155
413801451-0,149.0,19.761259,131.048008,70.508056,335.030418
413803642-0,149.0,19.782438,131.18591,6.284242,5.168356
413849937-0,150.0,19.754613,130.447253,3.601111,265.5
413781328-0,151.0,19.59124,131.771382,8.235487,140.464207
413800965-0,151.0,19.749193,131.384262,2.675111,278.5
413859852-0,151.0,19.744762,131.420278,21.47631,64.142185
413820865-0,152.0,19.773975,130.796955,2.829444,270.799988
413827951-0,152.0,19.788592,131.061652,2.932333,230.800003
413801306-0,154.0,19.807329,131.139775,75.302721,262.879142
413832349-0,156.0,19.752817,131.042451,78.469942,3.717374
413833818-0,158.0,19.781587,130.847807,4.424222,247.600006
413780958-0,159.0,19.796415,130.590436,91.292401,349.853775
413779578-0,160.0,19.642432,131.65197,94.548797,94.498792
413960807-0,160.0,19.80373,130.599212,33.710234,0.915507
413773165-0,160.0,19.777908,131.290243,37.95733,78.629228
413770701-0,161.0,19.758427,131.353763,23.55343,87.338858
413830339-0,161.0,19.792509,131.0725,15.864773,47.41099
413762542-0,162.0,19.778482,131.303598,47.172176,8.805429
413820477-0,162.0,19.788458,131.23369,2.572222,76.900002
413826674-0,162.0,19.693369,131.556101,62.058851,157.084598
413834134-0,163.0,19.824963,130.643976,127.683123,226.781251
413762383-0,163.0,19.831063,130.712133,88.546136,100.339925
413862866-0,163.0,19.759292,131.334449,27.187345,103.816201
413801546-0,164.0,19.689837,131.559711,30.098613,129.35566
413856543-0,164.0,19.591701,131.77309,7.381267,336.995896
413762835-0,165.0,19.752086,131.366852,11.796787,266.206462
413806291-0,166.0,19.806913,131.118105,34.700893,260.528399
413762303-0,166.0,19.587682,131.767868,0.0,206.199997
413820987-0,166.0,19.792934,130.737877,26.897433,186.469301
413839246-0,168.0,19.783213,130.742753,5.556,157.100006
413824659-0,169.0,19.794548,130.731511,72.379222,354.862905
413801451-0,169.0,19.767169,131.045084,112.111238,56.223752
413822893-0,171.0,19.784639,130.928175,102.524581,100.615907
413822924-0,172.0,19.788006,130.90329,16.160885,167.352465
413801359-0,172.0,19.821088,130.722884,13.515667,236.150003
413764399-0,172.0,19.814449,130.647315,43.554396,358.927927
413801423-1,172.0,19.782515,131.2576,43.505404,297.526257
413815676-0,173.0,19.642427,131.638459,48.291992,92.613369
413816895-0,174.0,19.71186,131.470987,37.120344,223.326911
413801114-0,175.0,19.816509,130.625735,53.825344,186.828046
413833236-0,175.0,19.778625,130.851067,2.324326,234.434169
413113962-0,176.0,19.806164,131.122539,28.480042,174.051494
413771805-0,176.0,19.78852,131.070171,30.938234,215.301685
413801166-0,176.0,19.754784,131.337221,11.484894,82.617473
413839626-0,177.0,19.779949,131.18051,103.536474,285.204944
413800587-0,179.0,19.801149,130.556399,15.181923,188.197708
