mmsi,time,lat,lon,vel,cou,batch
413265810-0,210.0,19.759316,131.56979,65.147317,226.34721,0
413265810-0,300.0,19.759115,131.561498,62.461292,33.67102,0
413265810-0,330.0,19.766324,131.566601,56.730126,302.91317,0
413265810-0,390.0,19.769219,131.562343,13.369156,297.087792,0
413265810-0,930.0,19.77693,131.565959,41.091896,176.889555,0
413265810-0,1050.0,19.75417,131.567273,19.09984,58.812134,0
413265810-0,1140.0,19.752133,131.570269,68.458277,109.568339,0
413265810-0,1351.0,19.74928,131.573463,13.392404,56.216033,0
413265810-0,1561.0,19.734401,131.586763,27.390624,329.721643,0
413265810-0,1861.0,19.750088,131.584266,53.590219,127.401923,0
413265810-0,1892.0,19.745423,131.590747,133.423579,196.035618,0
413265810-0,1921.0,19.728233,131.585498,105.352491,32.569565,0
413265810-0,2222.0,19.740205,131.594831,9.441334,269.029631,0
413265810-0,2402.0,19.740072,131.586486,127.683798,171.763701,0
413265810-0,2552.0,19.735463,131.581583,109.686102,317.838616,0
413265810-0,2582.0,19.746738,131.570735,40.214133,64.010461,0
413265810-0,2642.0,19.736941,131.574685,87.421747,191.187898,0
413265810-0,2672.0,19.725048,131.572186,125.114437,350.119493,0
413265810-0,2702.0,19.742141,131.569023,59.342254,182.249592,0
413265810-0,2762.0,19.725695,131.568337,44.717327,132.381997,0
413265810-0,2792.0,19.721515,131.573203,166.867207,318.014567,0
413265810-0,2822.0,19.738714,131.556757,103.288185,83.204434,0
413265810-0,2852.0,19.740409,131.571868,49.036099,339.916149,0
413265810-0,2912.0,19.742767,131.560751,89.507476,263.708308,0
413265810-0,2942.0,19.741406,131.547643,30.565198,161.766005,0
413265810-0,2972.0,19.73738,131.549052,32.267394,8.533676,0
413265810-0,3273.0,19.742959,131.538712,64.14074,188.921627,0
413265810-0,3303.0,19.734172,131.537246,98.74331,351.391834,0
413265810-0,3723.0,19.748247,131.518673,23.301924,87.999758,0
413265810-0,3753.0,19.748359,131.522104,145.407707,241.437258,0
413265810-0,3783.0,19.738717,131.503288,93.333887,5.691043,0
413265810-0,4565.0,19.751003,131.513025,1.78411,286.476575,0
413265810-0,5106.0,19.746322,131.50708,19.530881,321.72678,0
413265810-0,5286.0,19.75908,131.496385,14.240417,63.949363,0
413265810-0,5948.0,19.750998,131.508005,134.843611,178.346136,0
413265810-0,6008.0,19.735571,131.505323,107.334834,352.978703,0
413265810-0,6038.0,19.750344,131.50339,23.599194,35.4441,0
413265810-0,6129.0,19.756973,131.511789,106.506754,170.90814,0
413265810-0,6550.0,19.725976,131.51294,15.277179,21.961244,0
413265810-0,6911.0,19.749619,131.52307,18.43848,243.974559,0
412285678-0,102.0,19.664536,131.247119,25.673797,327.600909,1
412285678-0,313.0,19.667239,131.244545,4.319947,300.777192,1
412285678-0,343.0,19.667546,131.243998,12.135753,220.244514,1
412285678-0,373.0,19.666261,131.242844,10.68245,38.267865,1
412285678-0,403.0,19.667424,131.243818,23.36229,84.71177,1
412285678-0,433.0,19.667723,131.247244,52.596462,264.247473,1
412285678-0,463.0,19.666991,131.239537,55.451049,280.333533,1
412285678-0,613.0,19.669997,131.230511,20.732946,68.420778,1
412285678-0,703.0,19.670585,131.236095,13.389347,344.148174,1
412285678-0,733.0,19.672371,131.235557,69.713112,261.642165,1
412285678-0,764.0,19.670919,131.225061,11.74693,58.488132,1
412285678-0,794.0,19.67177,131.226535,31.215006,74.704343,1
