mmsi,time,lat,lon,vel,cou,batch
251312000-3,-0.010987042652230935,19.990959929212256,130.9264037787251,33.926217871036364,281.3751898895359,0
251312000-3,623.2014564387655,20.003596622691845,130.97401499099237,23.002237272310108,231.80443984678124,0
251312000-3,924.2426129375422,19.978604334470532,131.02475234662384,58.087883772467585,171.17147554294314,0
251312000-3,993.3276005005749,19.887514882863936,130.96613903887535,0.7370816771700671,59.441836512393735,0
251312000-3,1156.7904277808407,19.930572933613526,130.9135506975005,36.396099827181004,68.6607610761195,0
251312000-3,1382.7173117944205,20.01101171943395,130.91693414520577,40.0120202496176,308.09490511201614,0
251312000-3,1456.1932941755244,19.937922567073954,130.8787041948494,57.6985397752236,63.10659461483329,0
251312000-3,1514.5208708155565,19.92145009944169,130.91272950015875,45.53587931590503,232.32448659606914,0
251312000-3,1607.01993962508,20.11052522328568,130.9496462510057,16.55954342018845,221.90613587218547,0
251107000-1,1.664826965247057,20.159441629129038,131.1002582689306,12.943052186643365,20.867282367689825,1
251107000-1,259.9953513980136,20.152075868519873,131.0973964077374,10.980857901191538,136.3771319548714,1
251107000-1,355.441122742746,20.075117562619305,131.10747309417607,13.266709820761003,50.01588269120205,1
251107000-1,585.1872271939707,20.211134036181218,131.02601394626032,14.024867330591125,132.048561831886,1
251107000-1,761.4990289952818,20.24365550651909,131.13622530269444,14.40996635778106,182.91138847670666,1
251107000-1,1056.6351813871102,20.107024538214347,131.0674568797425,45.442012636076704,165.12785099421956,1
251107000-1,1120.328072797718,20.1534457033301,131.07868933044932,6.57390329195619,131.27669572684053,1
251107000-1,1416.8384204215286,20.183928696045264,131.0627785081524,17.25547081386916,158.9568184100121,1
251107000-1,1540.0710698123846,20.1972415277385,131.05468090238858,11.670449704193954,202.69117790379605,1
251017000-1,108.67809723238945,20.036665215635434,131.04619986180347,2.0251500240493607,6.104634255606053,2
251017000-1,171.99593735483452,20.119135384087162,131.06195469967466,1.6912105789142704,353.5125450196378,2
251017000-1,414.03059774878415,19.99003878438642,131.06068584204021,1.932442723820203,345.06037687295725,2
251017000-1,632.2350528555554,20.135103606816973,131.01011799173926,1.9081971516564655,2.044086330950165,2
251017000-1,716.9073031199608,20.066870610290344,131.05613471022343,1.9739959619803233,342.6311312359271,2
251017000-1,782.7564774993192,20.10236524070827,131.0078652626552,1.8917869504785985,354.5015026572237,2
251017000-1,862.7778057353745,20.03587081993414,131.0563769993031,1.9059174555120895,354.9373235805999,2
251017000-1,1090.2698990140868,20.064381371568743,131.02017990220446,1.8946037095103936,356.8993408213405,2
251017000-1,1377.2867723214029,20.085474064641332,131.02209498640994,1.9055702592914607,14.42832217452117,2
251017000-1,1450.7301569833535,20.100917262513036,131.02593456087874,1.9033709144063538,344.37051854302433,2
251017000-1,1665.911919711819,19.99215214796154,131.05137484588678,1.8742056311540725,358.6959780065588,2
251017000-1,1742.017821776895,20.116919745838413,131.0315500665085,1.8532650249890261,342.8663565599375,2
251102000-1,172.96028873494822,19.976223340299,130.86208248524562,11.774216871217378,249.03477654515984,3
251102000-1,331.8756923090525,19.944351677003848,130.85376473444668,8.597265221492943,278.1331550790538,3
251102000-1,560.7544396667807,19.921941448631515,130.8315658548724,5.817457262366585,156.1365211121126,3
251102000-1,765.7781125517812,19.86408668837518,130.83796198060764,10.78053071819468,103.07547310859346,3
251102000-1,1200.7693771376948,19.918034995206476,130.85044326476597,16.863073332634492,247.84003588292333,3
251102000-1,1353.3263416286113,19.979068548108643,130.8634083080205,16.894782449051267,120.31263688123089,3
251102000-1,1408.350764389881,19.88529187354393,130.83218516972462,20.387155220452385,322.3895741591934,3
251102000-1,1559.983112085955,19.822725594856415,130.80890416015907,13.83932264629086,189.77208739345582,3
251102000-1,1645.0592867173973,19.928968575121925,130.77352414652773,2.665388582430644,181.70558110820414,3
251102000-1,1721.5218351593228,19.88687270882406,130.91188985060046,6.481933458798706,46.194725276601055,3
251102000-1,1796.2569216310267,19.955009665247957,130.86145834958188,5.847757478701258,255.87272225488613,3
251177110-1,62.16325952694606,19.97355261153148,131.14648345209923,36.544158131019735,122.55612202250042,4
251177110-1,131.90484373034752,20.03292131112622,131.09990692879768,19.58067629844052,194.60824016308905,4
251177110-1,351.8041673462879,19.974671507309132,131.01142584901044,21.336517274535534,175.1694519040058,4
251177110-1,427.3864284728551,19.998894571057285,131.12192600465238,14.98399517869983,272.3591944523189,4
251177110-1,796.205196622448,19.90835536481081,131.12369756805296,24.67993029133999,177.89271387026483,4
251177110-1,1246.084181891419,20.04061820782534,131.06283625330641,9.43680742696805,72.63357915306165,4
251177110-1,1560.0475620215145,19.957507035619226,131.1119461584215,4.740202778998836,215.56956467076216,4
251177110-1,1624.1177061907654,20.027818620308494,131.10799812197777,12.10442636065846,47.852837237748155,4
251177110-1,1704.918019277543,19.979880130371885,131.1082272510073,30.83089608927298,324.4962859433908,4
251177110-1,1777.871923630563,19.97673790233744,131.177905042611,11.149827469730928,218.00999739871517,4
251063000-2,250.6913203841048,20.165792316847366,130.87937882750043,11.657160893067067,191.25397931337363,5
251063000-2,720.8353012243208,20.03998536612157,130.94253176242972,13.688092352258383,131.15970506418336,5
251063000-2,982.3820514995889,20.156759667681392,130.95206111505297,1.5752318976304553,356.1922655866275,5
251063000-2,1120.9611958172536,20.063276365206764,130.9767538628479,20.182006703008337,58.16415962158921,5
251063000-2,1477.1189329298045,20.125435995984745,130.9281285027207,7.833598006525956,53.56273265540541,5
251063000-2,2097.514256340035,20.036937516498572,130.87985707516327,6.412991877546492,42.057373809435404,5
251312000-4,3391.6574853036664,19.927960098818954,130.9725243648873,54.40718282204307,314.45156381343605,6
251312000-4,3559.392616420504,19.894253840635542,130.8536734498894,43.20476940423396,183.47596862522025,6
251312000-4,3860.064037337159,19.982534284411305,130.84346513802276,2.435236934065079,55.52066754797618,6
251312000-4,4210.478668892173,19.88822304397756,130.87876184660536,47.11806012745322,119.29435921059401,6
251312000-4,4352.981854168733,19.961423906939462,130.87043480755162,97.43485916617597,158.58631962554858,6
251312000-4,4493.024596025359,19.954783195108433,130.90797043639068,18.865919286840494,324.8777149841434,6
251312000-4,4809.7042845723945,19.995602219342558,130.8929324406409,114.22871648250963,304.8697405956992,6
251312000-4,4880.007339997538,19.947438593963806,130.763057336742,3.919906559425378,93.10983358200724,6
251312000-4,4960.078554114937,19.94812176970249,130.92010369693895,61.14583613406075,152.09045881211074,6
251312000-4,5112.990880054004,19.863909438668813,130.876845841037,13.868607729424857,36.30100271333686,6
251312000-4,5192.994074865413,19.860965048140873,130.88021188043143,24.55039855591289,305.8394080781507,6
251312000-4,5273.819634510485,19.89935927850677,130.90523559833954,19.75878624618877,259.2147033633283,6
251312000-4,5417.711239149585,19.841757006879593,130.8084568326489,18.90372431029176,24.347154799718695,6
251312000-4,5493.87691366742,19.87430975143215,130.87274575625915,11.11992973697562,300.3039810955153,6
251312000-4,5633.49545377673,19.888101134743486,130.7981896764799,44.599830655506395,25.340274267448,6
251312000-4,5778.281328465804,19.86291011230037,130.9340017462349,70.2954301866673,10.577267226544564,6
251312000-4,6031.682196635484,19.891434611987933,130.8450917446634,16.478305767269887,125.13965368870741,6
251312000-4,6535.882724230729,19.904341042651115,130.9490657278823,18.676867612906026,267.0418208420464,6
251312000-4,6658.152536498927,19.814683966181274,130.84863452727905,4.993077440059276,14.284389762978115,6
251312000-4,6918.819003902742,19.89576004563103,130.76964113239916,4.969663990010936,15.699226872288948,6
251107000-2,4535.761453843013,20.123840586099107,131.01637548897406,20.853127757010064,269.0371148864415,7
251107000-2,4613.718761334712,20.117726987869858,131.00895995567365,13.556976794931487,262.2841101385827,7
251107000-2,4967.492334930656,20.08750928743985,131.0342050582227,11.80162234146409,162.97846936691016,7
251107000-2,5043.047876388918,20.00776262874327,130.9795543283726,4.785043811670067,296.69920288757254,7
251107000-2,5141.60934396941,20.054590777723607,131.03876775389142,11.695698579071372,9.236883132541706,7
251107000-2,5378.736728866763,20.140794598896736,130.9777696874394,19.104645021920636,222.13858985204124,7
251107000-2,5727.480720803431,20.077693650209756,130.92708987349695,3.116086143166078,345.81746890241874,7
