mmsi,time,lat,lon,vel,cou,batch
413804828-0,1279.386723042746,20.04252053087924,131.17711193908616,5.792615260367591,315.7500388136727,0
413804828-0,1465.7175260745573,20.150300243853074,131.21701540815442,9.511293166817188,73.65654553177474,0
413804828-0,2200.1078647024706,20.094823480561338,131.2085392090049,6.036373090154316,2.1448623903440414,0
413804828-0,2383.0353998683854,20.223752100380043,131.2086919111616,7.235024731604413,245.1641099145724,0
413804828-0,2746.187573422784,20.02117000090514,131.26254619617092,6.882412078741482,129.19151762323708,0
413804828-0,3420.9293176807446,20.17211347184178,131.20048315938686,23.827865235382426,240.9121205689781,0
413804828-0,3607.8175017534277,20.181189738057252,131.243483542365,3.006616378519605,37.54066973883299,0
413804828-0,3973.385691703839,20.245209557981028,131.15578657856057,9.131411849654059,181.28202591598782,0
413804828-0,4407.522822230973,20.173855050620755,131.25482512414945,139.82880104562358,122.22070202972675,0
413804828-0,4440.75768061452,20.221464487175655,131.294385508532,23.554636968097025,317.00022694629496,0
413804828-0,4653.22138419954,20.187946670283708,131.14493679639784,11.529564272090482,113.80047307123249,0
413804828-0,4944.089860127658,20.150773481881192,131.207676281573,25.044106847198304,111.6359961192452,0
413804828-0,5261.923119053579,20.10943357815425,131.14992918142417,56.23483394052659,67.34299216721948,0
413804828-0,5320.01853436821,20.051903949478696,131.242170811551,29.624603422607755,274.9701755629493,0
413804828-0,5481.832878217037,20.24467863738393,131.28091776588926,10.570649861296145,10.24878677665234,0
413804828-0,6016.335969749378,20.14414894949181,131.2467281898751,72.60615839514696,101.89407690532816,0
413804828-0,6046.822584845118,20.182980641283997,131.17526117192676,24.76247162871712,245.9266404924775,0
413804828-0,6121.081794440579,20.23833522813298,131.1636363709863,5.654089207191346,260.21868122507254,0
413804828-0,6520.78067776491,20.196307229599913,131.23870317325236,61.353673609371945,193.1482139718197,0
413804828-0,6992.259493990664,20.151099994449673,131.218308993468,18.395191564302213,124.55476012879407,0
413804828-0,7061.733665350582,20.17295783847656,131.2276226877368,18.44513455672383,145.78988814765486,0
209351000-0,1.4608972059238563,20.875713289141764,130.42661407003095,9.55271500614172,143.86083548248408,1
209351000-0,6.671506219620966,20.840685079670386,130.40472268394058,9.551854057144173,143.21199555561088,1
209351000-0,11.438927370188088,20.845190586860422,130.30262913428714,9.550617404165825,182.70364107059683,1
209351000-0,19.235512715442425,20.862908972310887,130.2626669338719,9.381912260020474,199.1811908935096,1
209351000-0,30.89144198682898,20.82850906862486,130.21607538002502,9.563644592967792,182.63051138113073,1
209351000-0,54.9188066967376,20.861486531113094,130.44486046153457,9.526839399161679,207.79479436934585,1
209351000-0,65.73161365363218,20.86762522491713,130.34033200971405,9.484515209914033,177.48633352312726,1
209351000-0,78.96175672627719,20.90052178222448,130.33031112803113,9.57098982180293,189.96836694357654,1
209351000-0,84.0610284916581,20.777613656866553,130.38542552344472,9.55036724565011,155.78096258247507,1
209351000-0,90.4671232716239,20.768410836574787,130.31058239679373,9.530541301697292,156.6600105252768,1
209351000-0,102.24954827748051,20.84764489973113,130.49721284293912,9.47144121901265,145.59471416129392,1
209351000-0,114.46942504433308,20.867723149052463,130.38451074442057,9.541220621973093,196.78748911284123,1
209351000-0,124.55500921499076,20.835062986653586,130.3504164670585,9.64941450668876,190.97130462683,1
209351000-0,145.08050950297746,20.848094630137275,130.35860595759232,9.597003202234266,144.4103675129113,1
209351000-0,151.25028841160957,20.898739636807537,130.29954029879295,9.547677660359101,158.08634044125753,1
209351000-0,155.0143546456574,20.816256126656857,130.34122740794913,9.605926829736957,210.59222874237093,1
209351000-0,168.55863061458183,20.828425091056662,130.28914424690475,9.529110647680131,123.42351220583697,1
209351000-0,175.35731797789933,20.824790819872238,130.34988272063092,9.591007125147529,165.84724863456273,1
209351000-0,209.84956172340173,20.761557260636668,130.42370697142096,9.530063025503726,157.7215866868347,1
209351000-0,234.90253579455353,20.794921975320847,130.3052048208267,9.668395581753106,171.92878260711728,1
209351000-0,270.41609654917374,20.757488601393316,130.30650121454454,9.58725276629366,152.5383387899557,1
209351000-0,289.56840834340477,20.783744642725505,130.33831392103238,9.639191223380879,145.2585109153653,1
209351000-0,312.29444968253705,20.867760477781403,130.361333161511,9.462472289762498,183.48179113363182,1
209351000-0,325.360548736717,20.865247733521095,130.3495395898971,9.545837497189916,158.57303344174593,1
209351000-0,336.2006855173423,20.743988892272508,130.31613375410313,9.458156470036718,144.3917231136041,1
209351000-0,348.3399619259555,20.84404252618961,130.32992477952513,9.595099408505854,166.45296714607497,1
209351000-0,355.46712964785127,20.80477100565546,130.28117452340055,9.480103944268155,147.15725549877536,1
209351000-0,360.10161348951647,20.86519915433153,130.36020656769247,9.729541956154607,175.89011977486692,1
209351000-0,610.6210595052517,20.8010079327576,130.34704088289206,9.488419394097717,149.29555401916522,1
209351000-0,617.0941257101636,20.742124262893874,130.4016777226882,9.504685264919694,159.79337602192368,1
209351000-0,628.8409949209641,20.7760325088944,130.34577803570076,9.520712318747297,171.02839780877295,1
209351000-0,647.2123922693937,20.78723572724567,130.3848343012325,9.460844317401682,141.78768727781448,1
209351000-0,656.765984053751,20.798623679971005,130.35853392348724,9.613452467475973,170.64443877630433,1
209351000-0,713.5102259362674,20.8713091894341,130.4057592251002,9.423542631713529,128.59022893990357,1
209351000-0,725.7119219382773,20.741609174731177,130.41555107712577,9.573588081982667,182.68359247758994,1
209351000-0,730.066322061611,20.77330016714838,130.33611815917533,9.519757243536194,176.02237919521139,1
209351000-0,766.132853846522,20.748345655498834,130.3205964323682,9.550071047666194,171.0427534441808,1
209351000-0,773.1104091192801,20.657681668150335,130.4156995489581,9.476863976168547,195.70695316195037,1
209351000-0,779.2306247879,20.809479185227254,130.3111022549591,9.530424260855382,136.6595959781754,1
209351000-0,786.1010644796344,20.778890151131446,130.36703458813412,9.510795284819672,187.6855670678671,1
209351000-0,791.9871767030226,20.838243746052495,130.32166143422057,9.481460734296988,149.87918316703144,1
209351000-0,804.8897733793322,20.754822646757656,130.3062213183191,9.437886522260962,178.8416500592099,1
209351000-0,810.5557457522845,20.75172692189882,130.36537052722844,9.521974908314801,163.27819619249857,1
209351000-0,822.3054957747856,20.853758941308197,130.4034669210717,9.54190656159145,218.7298502250591,1
209351000-0,828.2848566260096,20.73383615176558,130.36149458629794,9.573860755711435,190.154474063847,1
209351000-0,832.8644118975039,20.843454173389155,130.38484139663868,9.549364436587647,205.50894271252332,1
209351000-0,852.7684573548559,20.917442967217553,130.32049153572441,9.572004389476925,156.06040810488938,1
209351000-0,858.2572335824619,20.827817374389774,130.32248317795305,9.635867538671755,194.38864824016724,1
209351000-0,889.3913354837829,20.740686954010037,130.37357176246627,9.434936262241239,184.96753392392816,1
209351000-0,893.9995102499342,20.645600731755817,130.30368862768705,9.553074477159763,173.34562770362407,1
209351000-0,924.093480904661,20.752740274969145,130.31109405851038,9.463249206216297,163.78388227240717,1
209351000-0,928.6116281652809,20.737094899111586,130.31209461503875,9.507569501663191,203.09602737320276,1
209351000-0,946.4366823372161,20.654710352946495,130.25346131290613,9.343198556837248,160.06595093090786,1
209351000-0,972.6455677951999,20.719112242191724,130.31955654679842,9.489596679887004,168.56688063332302,1
