mmsi,time,lat,lon,vel,cou,batch
413804828-0,734.8522271218492,20.170072496994973,131.25079808224746,7.215889421829988,145.0615278985006,0
413804828-0,913.852335249549,20.15607181196149,131.24468861229596,9.254395965047667,298.22021611850965,0
413804828-0,2382.624309176139,20.169831454612623,131.2372132696652,7.241550560886529,256.4361341073164,0
413804828-0,2745.967230210172,20.11580894296099,131.1740985311787,6.877479501688391,101.38367495519317,0
413804828-0,3240.2479867941493,20.104233397062455,131.27442335629215,9.670246454193219,50.95166962954767,0
413804828-0,3607.034950170025,20.152432543822798,131.21471843570436,2.9515125728690847,55.46271681282532,0
413804828-0,3787.965775741486,20.207088230207876,131.20659084509384,6.757609114498432,350.2243155654791,0
413804828-0,3973.209001739257,20.1820407079572,131.28210060111732,8.988765825217145,153.96192718839464,0
413804828-0,4154.121658942248,20.1344021848905,131.21633920887146,12.19557618480993,29.92808731618399,0
413804828-0,4441.245626931601,20.114775546740525,131.27041636786322,23.596391748959512,262.9763707743694,0
413804828-0,4653.39032944979,20.199762754769235,131.2350131067871,11.43357297032239,121.05078119998036,0
413804828-0,4682.679751260123,20.107807865303357,131.30929952923196,21.582432777619964,58.43696180049802,0
413804828-0,4944.841195915743,20.15775956993117,131.21991877752927,24.852506893267098,73.22357937765668,0
413804828-0,5107.031360087795,20.13450174021251,131.2378823923593,42.96221667153324,259.77655440264033,0
413804828-0,5260.933903717289,20.094278579377914,131.22198879042824,56.30065289297974,64.32345709959687,0
413804828-0,5482.300593236186,20.15976470505194,131.1569078496036,10.5701330786608,14.738243629654994,0
413804828-0,5764.384993228172,20.105319797363432,131.1830207241624,60.75367992618329,326.99939034204556,0
413804828-0,5793.520376257753,20.122315451354616,131.18810098386828,8.377468824772556,118.3127059815123,0
413804828-0,6520.904751790561,20.11091716351454,131.2632212092825,61.37673563174646,200.64504151416793,0
413804828-0,6564.133096945983,20.089235476671647,131.24655470428584,34.370992179730415,338.0609748659381,0
413804828-0,6622.945405329082,20.104799548548417,131.1926204015588,60.68317070471802,155.04709406696884,0
413804828-0,6652.331883113005,20.104000604479726,131.21195423560215,5.273083022952575,238.2984701302634,0
413804828-0,6992.722152780582,20.13361254887156,131.2131166668815,18.394949889401193,135.35342714063023,0
413804828-0,7063.012294788535,20.100034630557957,131.1462767126036,18.38324694599467,125.34587762740078,0
