mmsi,time,lat,lon,vel,cou,batch
251312000-3,1.3622599891938392,20.03894395388417,130.90792564333546,33.93585372242174,266.9550405190305,0
251312000-3,246.90837790091638,20.040590536647805,130.90212073258135,62.45341654798034,222.2185194580587,0
251312000-3,319.06156761163686,19.930391390218833,130.94708194369136,55.25409322580041,338.1815115633238,0
251312000-3,397.7789743075449,19.981678177543905,130.9439794653423,52.49082071613179,102.72773873544868,0
251312000-3,472.37831046388783,19.987331142082958,131.0752393066284,22.036497955651143,167.26269849245443,0
251312000-3,702.7584155205922,19.927099024487323,131.05645231365756,26.847002531980895,215.8359239213386,0
251312000-3,925.0398435108032,19.991117360754203,130.94757287432188,58.08212299222299,186.80715505977278,0
251312000-3,1247.9988452440584,19.817364205329906,130.82923247406634,34.23580111990146,230.76125156633617,0
251312000-3,1455.6259182917377,19.916416846746205,131.09438544610896,57.65953476488322,75.61786769622687,0
251312000-3,1514.477519657867,19.87241936326532,130.98110200469227,45.541243643346945,264.84127514144274,0
251312000-3,1748.0075485657746,19.968191763022432,130.84141431197997,26.92044892901067,334.2615076142464,0
251107000-1,585.2989326676711,20.22867090750505,131.03294119019083,14.010286621756439,155.57276181171014,1
251107000-1,850.7507700289775,20.148689884335266,131.1229829152893,43.167558100829154,353.13396921388284,1
251107000-1,1208.365128329081,20.09044458867529,131.02579478602738,16.0674847901105,21.657165828341203,1
251107000-1,1351.0515498471625,20.143056824712133,131.13706441129742,32.95718879764944,8.022601487938903,1
251107000-1,1416.6930103839811,20.246257603257554,130.9625529212077,17.20781452077961,183.631632957793,1
251107000-1,1540.9726072286794,20.12813070753778,131.12442505465484,11.584227109620702,216.32322020530015,1
251107000-1,1650.8919084351423,20.18440696118375,131.03802572880753,8.01556645484449,39.272659094548466,1
251107000-1,2069.414192682255,20.2050742813161,131.05057480458538,11.604407063996062,268.4005990281581,1
251017000-1,24.416402720821836,20.17348059489087,130.98538989248465,2.102398461219137,8.389908565631355,2
251017000-1,171.49322728385872,20.06534561841247,130.89315863019806,1.5775948862479974,28.121882273048357,2
251017000-1,328.2695993900109,20.01352678533223,130.9645521157792,1.9031537643038483,351.6783921392536,2
251017000-1,559.5250469309985,20.062626886803457,130.96544870541146,2.0992777569188643,6.182891341850279,2
251017000-1,630.7324001467101,20.030175472300428,131.08483156496837,1.9497081579713789,45.66332268134926,2
251017000-1,941.9578956542892,20.167833048234712,130.99139622111642,1.9033767619593496,359.36763666525803,2
